"task_type","item","subject","prob","metaprob","binary_outcome"
"Science","gr463","381",0,0,0
"Science","gr463","382",0,0.29,0
"Science","gr463","383",0.06,0.67,0
"Science","gr463","384",0.4,0.28,0
"Science","gr463","385",0,0.15,0
"Science","gr463","386",0,0.02,0
"Science","gr463","387",0,0.36,0
"Science","gr463","388",0.64,0.68,0
"Science","gr463","389",0,0.55,0
"Science","gr463","390",0.5,0.5,0
"Science","gr463","392",0.05,0.2,0
"Science","gr463","393",0.76,0.78,0
"Science","gr463","394",0.5,0.5,0
"Science","gr463","395",0,0.25,0
"Science","gr463","396",0,0,0
"Science","gr463","397",0,0.04,0
"Science","gr463","398",0.2,0.2,0
"Science","gr463","399",0,0.3,0
"Science","gr463","400",0.55,0.68,0
"Science","gr463","401",0,0.07,0
"Science","gr463","402",0,0.11,0
"Science","gr463","403",0,0.05,0
"Science","gr463","404",0.7,0.6,0
"Science","gr463","405",0.67,0.61,0
"Science","gr463","406",0.41,0.51,0
"Science","gr463","407",0.74,0.69,0
"Science","gr463","408",0.06,0.05,0
"Science","gr463","409",0,0.01,0
"Science","gr463","410",1,1,0
"Science","gr463","411",0.82,0.9,0
"Science","gr463","412",0.85,0.75,0
"Science","gr463","413",0.5,0.6,0
"Science","gr463","414",1,1,0
"Science","gr463","415",0.8,0.89,0
"Science","gr463","416",0.91,0.92,0
"Science","gr463","417",0.69,0.81,0
"Science","gr463","419",0.9,0.82,0
"Science","gr463","420",0.03,0.14,0
"Science","gr463","421",0.01,0.43,0
"Science","gr463","422",0.7,0.76,0
"Science","gr463","423",0.62,0.62,0
"Science","gr463","424",0.94,0.98,0
"Science","gr463","425",0,0,0
"Science","gr463","426",0.14,0.18,0
"Science","gr463","427",0.82,0.81,0
"Science","gr463","428",0.08,0.51,0
"Science","gr463","429",0,0.29,0
"Science","gr463","430",0.51,0.28,0
"Science","gr463","431",0.33,0.45,0
"Science","gr463","432",0.89,0.92,0
"Science","gr463","433",1,0.9,0
"Science","gr463","436",0.06,0.41,0
"Science","gr463","437",0.73,0.77,0
"Science","gr463","438",0.93,0.93,0
"Science","gr463","439",0.8,0.8,0
"Science","gr463","440",0,0.11,0
"Science","gr463","441",0.11,0.17,0
"Science","gr463","442",0.77,0.87,0
"Science","gr463","443",0.96,0.97,0
"Science","gr463","444",0.5,0.5,0
"Science","gr463","446",0,0.34,0
"Science","gr463","447",0,0.09,0
"Science","gr463","448",0.51,0.51,0
"Science","gr463","449",0.02,0.16,0
"Science","gr463","450",0.71,0.74,0
"Science","gr463","451",0.44,0.5,0
"Science","gr463","452",1,1,0
"Science","gr463","453",0.84,0.85,0
"Science","gr463","454",0.11,0.74,0
"Science","gr463","455",0.19,0.24,0
"Science","gr463","457",0,0,0
"Science","gr463","458",0,0.1,0
"Science","gr463","459",0.88,0.95,0
"Science","gr464","368",0.88,0.8,0
"Science","gr464","369",0.1,0.11,0
"Science","gr464","370",0,0,0
"Science","gr464","371",0.2,0.51,0
"Science","gr464","372",0.24,0.21,0
"Science","gr464","373",0,0.02,0
"Science","gr464","374",0,0.19,0
"Science","gr464","375",0.58,0.35,0
"Science","gr464","377",0.87,0.76,0
"Science","gr464","378",0,0,0
"Science","gr464","379",0.13,0.26,0
"Science","gr464","380",0.59,0.62,0
"Science","gr464","381",0,0,0
"Science","gr464","382",0.12,0.27,0
"Science","gr464","383",0.74,0.62,0
"Science","gr464","384",0.87,0.86,0
"Science","gr464","385",0,0.06,0
"Science","gr464","386",0,0.09,0
"Science","gr464","387",0,0.4,0
"Science","gr464","388",0.72,0.66,0
"Science","gr464","389",0.87,0.81,0
"Science","gr464","390",0.5,0.5,0
"Science","gr464","391",0.14,0.18,0
"Science","gr464","392",0.4,0.35,0
"Science","gr464","393",0.44,0.51,0
"Science","gr464","394",0.7,0.6,0
"Science","gr464","395",0.9,1,0
"Science","gr464","396",0.33,0.36,0
"Science","gr464","397",0,0.02,0
"Science","gr464","398",0.05,0.15,0
"Science","gr464","399",0,0.2,0
"Science","gr464","400",0.18,0.39,0
"Science","gr464","401",0.1,0.15,0
"Science","gr464","402",0.4,0.47,0
"Science","gr464","403",0,0.1,0
"Science","gr464","404",0.72,0.58,0
"Science","gr464","405",0.88,0.82,0
"Science","gr464","406",0.41,0.28,0
"Science","gr464","407",0.57,0.61,0
"Science","gr464","408",0.7,0.65,0
"Science","gr464","409",0.02,0.01,0
"Science","gr464","410",0.01,0.02,0
"Science","gr464","411",0.85,0.84,0
"Science","gr464","412",0.69,0.8,0
"Science","gr464","413",0.28,0.37,0
"Science","gr464","414",0,0,0
"Science","gr464","415",0.18,0.1,0
"Science","gr464","416",0.44,0.44,0
"Science","gr464","417",0,0,0
"Science","gr464","418",0,0.51,0
"Science","gr464","419",0.85,0.8,0
"Science","gr464","420",0.16,0.36,0
"Science","gr464","421",0,0.85,0
"Science","gr464","422",0.69,0.4,0
"Science","gr464","423",0.38,0.32,0
"Science","gr464","424",0.42,0.42,0
"Science","gr464","425",0,0,0
"Science","gr464","426",0.1,0.08,0
"Science","gr464","427",0.77,0.74,0
"Science","gr464","428",0.12,0.4,0
"Science","gr464","429",0,0.18,0
"Science","gr464","430",0.19,0.18,0
"Science","gr464","431",0.5,0.5,0
"Science","gr464","432",0.88,0.88,0
"Science","gr464","433",0.15,0.28,0
"Science","gr464","434",0.59,0.77,0
"Science","gr464","435",0,1,0
"Science","gr464","436",0.04,0.13,0
"Science","gr464","437",0.64,0.72,0
"Science","gr464","438",0.8,0.95,0
"Science","gr464","439",0.75,0.75,0
"Science","gr464","440",0,0.03,0
"Science","gr464","441",0.05,0.11,0
"Science","gr464","442",0.02,0.84,0
"Science","gr464","443",0.07,0.12,0
"Science","gr464","444",0.71,0.7,0
"Science","gr464","445",0.71,0.81,0
"Science","gr464","446",0.05,0.13,0
"Science","gr464","447",0.03,0.15,0
"Science","gr464","449",0.85,0.74,0
"Science","gr464","450",0.94,0.93,0
"Science","gr464","451",0.6,0.5,0
"Science","gr464","452",0,0,0
"Science","gr464","454",0.16,0.59,0
"Science","gr464","455",0.36,0.17,0
"Science","gr464","456",0.63,0.81,0
"Science","gr464","457",0,0.06,0
"Science","gr464","458",0,0.01,0
"Science","gr465","368",0.78,0.81,0
"Science","gr465","369",0.16,0.16,0
"Science","gr465","370",0.51,0.51,0
"Science","gr465","371",0.55,0.51,0
"Science","gr465","372",0.55,0.56,0
"Science","gr465","373",0.67,0.61,0
"Science","gr465","374",0.5,0.59,0
"Science","gr465","375",0.51,0.66,0
"Science","gr465","376",0.51,0.39,0
"Science","gr465","377",0.73,0.83,0
"Science","gr465","378",0.51,0.51,0
"Science","gr465","379",0.51,0.51,0
"Science","gr465","381",0.28,0.36,0
"Science","gr465","382",0.5,0.61,0
"Science","gr465","383",0.71,0.65,0
"Science","gr465","384",0.31,0.28,0
"Science","gr465","385",0.74,0.62,0
"Science","gr465","386",0.4,0.44,0
"Science","gr465","387",0.63,0.5,0
"Science","gr465","388",0.7,0.71,0
"Science","gr465","389",0.83,0.79,0
"Science","gr465","390",0.5,0.5,0
"Science","gr465","391",0.96,0.3,0
"Science","gr465","393",1,0.95,0
"Science","gr465","394",0.6,0.5,0
"Science","gr465","395",0.5,0.9,0
"Science","gr465","396",0.51,0.51,0
"Science","gr465","397",0.42,0.58,0
"Science","gr465","400",0.54,0.65,0
"Science","gr465","401",0.51,0.51,0
"Science","gr465","402",0.2,0.62,0
"Science","gr465","403",0.3,0.4,0
"Science","gr465","404",0.4,0.41,0
"Science","gr465","405",0.57,0.55,0
"Science","gr465","406",0.57,0.71,0
"Science","gr465","407",0.64,0.75,0
"Science","gr465","409",1,1,0
"Science","gr465","410",0.98,0.98,0
"Science","gr465","411",0.1,0.16,0
"Science","gr465","412",0.7,0.83,0
"Science","gr465","413",0.5,0.57,0
"Science","gr465","414",1,1,0
"Science","gr465","415",0.15,0.31,0
"Science","gr465","416",0.87,0.89,0
"Science","gr465","417",0.85,0.7,0
"Science","gr465","418",0.72,0.51,0
"Science","gr465","419",0.87,0.79,0
"Science","gr465","420",0.59,0.51,0
"Science","gr465","421",0.51,0.43,0
"Science","gr465","422",0.67,0.85,0
"Science","gr465","423",0.31,0.42,0
"Science","gr465","424",0.03,0.02,0
"Science","gr465","425",0.92,0.86,0
"Science","gr465","426",0.89,0.94,0
"Science","gr465","427",0.81,0.74,0
"Science","gr465","428",0.03,0.39,0
"Science","gr465","429",0.51,0.51,0
"Science","gr465","430",0.83,0.83,0
"Science","gr465","431",0.6,0.55,0
"Science","gr465","432",0.8,0.84,0
"Science","gr465","433",0.82,0.95,0
"Science","gr465","435",0.1,0.61,0
"Science","gr465","437",0.75,0.65,0
"Science","gr465","438",0.93,1,0
"Science","gr465","439",0.8,0.9,0
"Science","gr465","441",0.62,0.63,0
"Science","gr465","442",0.84,0.89,0
"Science","gr465","443",0.94,0.91,0
"Science","gr465","444",0.34,0.38,0
"Science","gr465","445",0.15,0.8,0
"Science","gr465","446",0.91,0.79,0
"Science","gr465","447",0.51,0.51,0
"Science","gr465","448",0.51,0.51,0
"Science","gr465","449",0.77,0.69,0
"Science","gr465","450",0.94,0.98,0
"Science","gr465","451",0.63,0.6,0
"Science","gr465","452",1,1,0
"Science","gr465","453",0.72,0.72,0
"Science","gr465","454",0.61,0.58,0
"Science","gr465","455",0.66,0.65,0
"Science","gr465","457",0.81,0.84,0
"Science","gr465","458",0.45,0.5,0
"Science","gr465","459",0.84,0.77,0
"Science","gr466","368",0.79,0.91,0
"Science","gr466","369",0.51,0.51,0
"Science","gr466","370",0.13,0.34,0
"Science","gr466","371",0.58,0.58,0
"Science","gr466","372",0.52,0.5,0
"Science","gr466","373",0,0.35,0
"Science","gr466","374",0,0.35,0
"Science","gr466","375",0.5,0.65,0
"Science","gr466","376",0.51,0.51,0
"Science","gr466","377",0.85,0.8,0
"Science","gr466","378",0.51,0.51,0
"Science","gr466","379",0.51,0.51,0
"Science","gr466","380",0.18,0.4,0
"Science","gr466","381",0,0.15,0
"Science","gr466","382",0.63,0.64,0
"Science","gr466","383",0.2,0.62,0
"Science","gr466","384",0.83,0.83,0
"Science","gr466","385",0.51,0.46,0
"Science","gr466","386",0.24,0.15,0
"Science","gr466","387",0.14,0.38,0
"Science","gr466","388",0.82,0.72,0
"Science","gr466","389",0,0.21,0
"Science","gr466","390",0.5,0.5,0
"Science","gr466","391",0.96,0.67,0
"Science","gr466","393",0.51,0.51,0
"Science","gr466","394",0.7,0.5,0
"Science","gr466","395",0.5,0.8,0
"Science","gr466","396",0.52,0.51,0
"Science","gr466","397",0.15,0.52,0
"Science","gr466","398",0.55,0.5,0
"Science","gr466","399",0,0.38,0
"Science","gr466","400",0.45,0.59,0
"Science","gr466","401",0.51,0.42,0
"Science","gr466","402",0.24,0.56,0
"Science","gr466","403",0,0.1,0
"Science","gr466","404",0.75,0.7,0
"Science","gr466","405",0.86,0.79,0
"Science","gr466","406",0.3,0.44,0
"Science","gr466","407",0.15,0.24,0
"Science","gr466","408",0.15,0.17,0
"Science","gr466","409",0.01,0.03,0
"Science","gr466","410",1,1,0
"Science","gr466","411",0.2,0.08,0
"Science","gr466","412",0.73,0.8,0
"Science","gr466","413",0.48,0.41,0
"Science","gr466","414",0,0,0
"Science","gr466","415",0.82,0.86,0
"Science","gr466","416",0.44,0.44,0
"Science","gr466","417",0.64,0.81,0
"Science","gr466","418",0.51,0.51,0
"Science","gr466","419",0.89,0.84,0
"Science","gr466","420",0.34,0.63,0
"Science","gr466","421",0.03,0.42,0
"Science","gr466","423",0.68,0.72,0
"Science","gr466","424",0.76,0.78,0
"Science","gr466","425",0.7,0.55,0
"Science","gr466","426",0.72,0.63,0
"Science","gr466","427",0.79,0.74,0
"Science","gr466","428",0.24,0.54,0
"Science","gr466","430",0.5,0.25,0
"Science","gr466","431",0.4,0.48,0
"Science","gr466","432",0.88,0.87,0
"Science","gr466","433",0.34,0.19,0
"Science","gr466","434",0.61,0.74,0
"Science","gr466","435",0,0.85,0
"Science","gr466","436",0.16,0.35,0
"Science","gr466","437",0.41,0.64,0
"Science","gr466","438",0.74,0.83,0
"Science","gr466","439",0.75,0.75,0
"Science","gr466","440",0.12,0.23,0
"Science","gr466","441",0.22,0.32,0
"Science","gr466","442",0.93,0.85,0
"Science","gr466","443",0.94,0.98,0
"Science","gr466","444",0.27,0.29,0
"Science","gr466","445",0.15,0.75,0
"Science","gr466","446",0.21,0.69,0
"Science","gr466","448",0.51,0.51,0
"Science","gr466","449",0,0.13,0
"Science","gr466","450",0.92,0.99,0
"Science","gr466","451",0.63,0.5,0
"Science","gr466","452",1,1,0
"Science","gr466","453",0.51,0.51,0
"Science","gr466","454",0.27,0.32,0
"Science","gr466","455",0.7,0.71,0
"Science","gr466","458",0.4,0.45,0
"Science","gr466","459",0.85,0.97,0
"Science","gr467","368",0.11,0.21,0
"Science","gr467","370",0.28,0.38,0
"Science","gr467","371",0.83,0.86,0
"Science","gr467","373",0.75,0.62,0
"Science","gr467","374",0.77,0.37,0
"Science","gr467","375",0.4,0.6,0
"Science","gr467","376",0.51,0.76,0
"Science","gr467","377",0.8,0.8,0
"Science","gr467","378",1,0.92,0
"Science","gr467","379",0.46,0.47,0
"Science","gr467","380",0.58,0.6,0
"Science","gr467","381",0,0.15,0
"Science","gr467","382",0.21,0.26,0
"Science","gr467","383",0.25,0.34,0
"Science","gr467","384",0.87,0.87,0
"Science","gr467","386",0.02,0.07,0
"Science","gr467","387",0.5,0.54,0
"Science","gr467","389",0.66,0.75,0
"Science","gr467","390",0.5,0.5,0
"Science","gr467","392",0.75,0.65,0
"Science","gr467","393",0.3,0.37,0
"Science","gr467","394",0.5,0.51,0
"Science","gr467","395",0.65,0.5,0
"Science","gr467","396",0.61,0.66,0
"Science","gr467","397",0.5,0.55,0
"Science","gr467","398",0.45,0.45,0
"Science","gr467","399",0.51,0.64,0
"Science","gr467","400",0.57,0.62,0
"Science","gr467","402",0.5,0.47,0
"Science","gr467","403",0,0.7,0
"Science","gr467","404",0.45,0.37,0
"Science","gr467","405",0.19,0.28,0
"Science","gr467","407",0.86,0.91,0
"Science","gr467","408",0.03,0.01,0
"Science","gr467","409",0.99,0.98,0
"Science","gr467","410",0.98,0.99,0
"Science","gr467","411",0.81,0.86,0
"Science","gr467","412",0.75,0.8,0
"Science","gr467","413",0.67,0.71,0
"Science","gr467","414",1,1,0
"Science","gr467","415",0.19,0.33,0
"Science","gr467","416",0.9,0.9,0
"Science","gr467","417",0.81,0.69,0
"Science","gr467","418",0.73,0.51,0
"Science","gr467","419",0.82,0.77,0
"Science","gr467","420",0.94,0.78,0
"Science","gr467","421",0.93,0.57,0
"Science","gr467","422",0.63,0.75,0
"Science","gr467","423",0.17,0.27,0
"Science","gr467","424",0.88,0.94,0
"Science","gr467","425",0.6,0.5,0
"Science","gr467","426",0.76,0.81,0
"Science","gr467","427",0.74,0.9,0
"Science","gr467","428",0.7,0.51,0
"Science","gr467","430",0.2,0.19,0
"Science","gr467","431",0.5,0.5,0
"Science","gr467","432",0.71,0.7,0
"Science","gr467","433",0.94,0.8,0
"Science","gr467","434",0.57,0.3,0
"Science","gr467","435",0.43,0.34,0
"Science","gr467","437",0.22,0.68,0
"Science","gr467","438",0.54,0.53,0
"Science","gr467","439",0.85,0.8,0
"Science","gr467","440",0.34,0.4,0
"Science","gr467","441",0.29,0.35,0
"Science","gr467","442",0.91,0.85,0
"Science","gr467","443",0.93,0.96,0
"Science","gr467","444",0.61,0.6,0
"Science","gr467","446",0.33,0.72,0
"Science","gr467","448",0.51,0.51,0
"Science","gr467","449",0.83,0.76,0
"Science","gr467","450",1,1,0
"Science","gr467","451",0.5,0.49,0
"Science","gr467","452",1,0.99,0
"Science","gr467","454",0.26,0.59,0
"Science","gr467","455",0.5,0.5,0
"Science","gr467","457",0.25,0.44,0
"Science","gr467","458",0.5,0.5,0
"Science","gr467","459",0.95,0.83,0
"Science","gr468","368",0.89,0.86,0
"Science","gr468","369",0.51,0.51,0
"Science","gr468","370",0.32,0.26,0
"Science","gr468","371",0.22,0.64,0
"Science","gr468","373",0.29,0.51,0
"Science","gr468","374",0.5,0.51,0
"Science","gr468","375",0.15,0.35,0
"Science","gr468","376",0.2,0.28,0
"Science","gr468","377",0.43,0.45,0
"Science","gr468","379",0.39,0.4,0
"Science","gr468","380",0.73,0.67,0
"Science","gr468","381",0,0.1,0
"Science","gr468","382",0.5,0.3,0
"Science","gr468","383",0.35,0.39,0
"Science","gr468","384",0.77,0.86,0
"Science","gr468","385",0,0.17,0
"Science","gr468","386",0.05,0.09,0
"Science","gr468","387",0.32,0.39,0
"Science","gr468","388",0.6,0.61,0
"Science","gr468","389",0.19,0.31,0
"Science","gr468","390",0.5,0.5,0
"Science","gr468","391",0.78,0.67,0
"Science","gr468","393",0.71,0.3,0
"Science","gr468","394",0.4,0.4,0
"Science","gr468","395",0.5,0.5,0
"Science","gr468","397",0.5,0.6,0
"Science","gr468","398",0.5,0.4,0
"Science","gr468","399",0.14,0.48,0
"Science","gr468","400",0.22,0.25,0
"Science","gr468","402",0.39,0.47,0
"Science","gr468","403",0.9,0.8,0
"Science","gr468","404",0.55,0.77,0
"Science","gr468","405",0.78,0.78,0
"Science","gr468","406",0.84,0.81,0
"Science","gr468","407",0.57,0.57,0
"Science","gr468","408",0.96,0.96,0
"Science","gr468","409",0,0.01,0
"Science","gr468","410",0.1,0.06,0
"Science","gr468","411",0.15,0.09,0
"Science","gr468","412",0.8,0.69,0
"Science","gr468","413",0.53,0.63,0
"Science","gr468","414",0,0,0
"Science","gr468","415",0.75,0.85,0
"Science","gr468","416",0.89,0.88,0
"Science","gr468","418",0.18,0.51,0
"Science","gr468","419",0.73,0.66,0
"Science","gr468","420",0.87,0.73,0
"Science","gr468","422",0.65,0.33,0
"Science","gr468","423",0.7,0.71,0
"Science","gr468","424",0.99,0.97,0
"Science","gr468","425",0.25,0.27,0
"Science","gr468","426",0.71,0.75,0
"Science","gr468","427",0.85,0.68,0
"Science","gr468","428",0.37,0.46,0
"Science","gr468","429",0.39,0.51,0
"Science","gr468","430",0.87,0.86,0
"Science","gr468","431",0.55,0.5,0
"Science","gr468","432",0.86,0.87,0
"Science","gr468","433",0.94,0.73,0
"Science","gr468","434",0.55,0.75,0
"Science","gr468","435",0,0.92,0
"Science","gr468","436",0.07,0.33,0
"Science","gr468","437",0.71,0.62,0
"Science","gr468","438",0.52,0.53,0
"Science","gr468","439",0.75,0.8,0
"Science","gr468","440",0,0.17,0
"Science","gr468","441",0.62,0.59,0
"Science","gr468","443",0.93,0.93,0
"Science","gr468","444",0.22,0.5,0
"Science","gr468","445",0.54,0.77,0
"Science","gr468","446",0.54,0.41,0
"Science","gr468","448",0.51,0.51,0
"Science","gr468","449",0.34,0.42,0
"Science","gr468","450",0.96,0.99,0
"Science","gr468","451",0.29,0.33,0
"Science","gr468","452",1,1,0
"Science","gr468","453",0.73,0.73,0
"Science","gr468","454",0.27,0.45,0
"Science","gr468","455",0.25,0.35,0
"Science","gr468","456",0.63,0.66,0
"Science","gr468","458",0.35,0.4,0
"Science","gr469","368",0.87,0.85,1
"Science","gr469","371",0.32,0.6,1
"Science","gr469","372",0.51,0.51,1
"Science","gr469","373",0.03,0.28,1
"Science","gr469","374",0.6,0.63,1
"Science","gr469","375",0.82,0.79,1
"Science","gr469","377",0.8,0.88,1
"Science","gr469","378",0.51,0.51,1
"Science","gr469","379",0.73,0.62,1
"Science","gr469","380",0.8,0.84,1
"Science","gr469","381",1,0.76,1
"Science","gr469","382",0.56,0.67,1
"Science","gr469","383",0.15,0.41,1
"Science","gr469","384",0.83,0.85,1
"Science","gr469","385",0.85,0.66,1
"Science","gr469","386",0.88,0.94,1
"Science","gr469","387",0,0.31,1
"Science","gr469","388",0.6,0.73,1
"Science","gr469","389",0.86,0.75,1
"Science","gr469","390",0.5,0.5,1
"Science","gr469","391",0.95,0.75,1
"Science","gr469","392",0.51,0.51,1
"Science","gr469","393",0.91,0.92,1
"Science","gr469","394",0.8,0.7,1
"Science","gr469","395",0.75,0.75,1
"Science","gr469","396",0.57,0.58,1
"Science","gr469","397",0.86,0.84,1
"Science","gr469","398",0.65,0.69,1
"Science","gr469","399",0.74,0.74,1
"Science","gr469","400",0.86,0.65,1
"Science","gr469","401",0.19,0.69,1
"Science","gr469","402",0.61,0.61,1
"Science","gr469","403",0.7,0.6,1
"Science","gr469","404",0.72,0.57,1
"Science","gr469","405",0.78,0.65,1
"Science","gr469","406",0.48,0.51,1
"Science","gr469","407",0.34,0.25,1
"Science","gr469","408",1,0.98,1
"Science","gr469","409",0.98,0.85,1
"Science","gr469","410",0.8,0.86,1
"Science","gr469","411",0.84,0.85,1
"Science","gr469","412",0.86,0.73,1
"Science","gr469","413",0.13,0.32,1
"Science","gr469","414",1,1,1
"Science","gr469","415",0.28,0.23,1
"Science","gr469","416",0.43,0.43,1
"Science","gr469","417",0.62,0.85,1
"Science","gr469","418",0,0.51,1
"Science","gr469","419",0.74,0.84,1
"Science","gr469","420",0.16,0.51,1
"Science","gr469","421",0.92,0.44,1
"Science","gr469","422",0.86,0.34,1
"Science","gr469","423",0.56,0.69,1
"Science","gr469","424",0.98,0.96,1
"Science","gr469","425",0.87,0.75,1
"Science","gr469","426",0.92,0.91,1
"Science","gr469","427",0.82,0.8,1
"Science","gr469","428",0.71,0.51,1
"Science","gr469","429",0.81,0.62,1
"Science","gr469","430",0.69,0.23,1
"Science","gr469","431",0.6,0.5,1
"Science","gr469","432",0.82,0.84,1
"Science","gr469","433",0.8,0.96,1
"Science","gr469","434",0.76,0.57,1
"Science","gr469","435",0.92,0.71,1
"Science","gr469","436",0.78,0.87,1
"Science","gr469","437",0.3,0.31,1
"Science","gr469","438",0.53,0.54,1
"Science","gr469","439",0.7,0.75,1
"Science","gr469","440",0.52,0.47,1
"Science","gr469","441",0.83,0.73,1
"Science","gr469","442",0.81,0.9,1
"Science","gr469","443",0.07,0.06,1
"Science","gr469","444",0.62,0.62,1
"Science","gr469","445",0.88,0.84,1
"Science","gr469","446",0.61,0.54,1
"Science","gr469","447",0.4,0.51,1
"Science","gr469","448",0.62,0.67,1
"Science","gr469","449",0.75,0.72,1
"Science","gr469","450",0.98,0.98,1
"Science","gr469","451",0.67,0.62,1
"Science","gr469","452",0,0.01,1
"Science","gr469","453",0.69,0.68,1
"Science","gr469","454",0.62,0.37,1
"Science","gr469","455",0.85,0.67,1
"Science","gr469","456",0.51,0.65,1
"Science","gr469","457",0.28,0.37,1
"Science","gr469","458",0.6,0.55,1
"Science","gr469","459",0.82,0.96,1
"Science","gr47","1",0.5,0.5,1
"Science","gr47","2",0.87,0.67,1
"Science","gr47","3",0.25,0.38,1
"Science","gr47","5",0.71,0.9,1
"Science","gr47","6",0,0.3,1
"Science","gr47","7",0.72,0.61,1
"Science","gr47","8",0.49,0.51,1
"Science","gr47","9",0.74,0.69,1
"Science","gr47","12",0.39,0.67,1
"Science","gr47","13",0.22,0.41,1
"Science","gr47","15",0.72,0.6,1
"Science","gr47","17",0.65,0.71,1
"Science","gr47","19",0.4,0.35,1
"Science","gr47","20",0.92,0.9,1
"Science","gr47","21",0.08,0.75,1
"Science","gr47","22",0.5,0.31,1
"Science","gr47","23",0.82,0.66,1
"Science","gr47","24",0.53,0.83,1
"Science","gr47","26",0.56,0.71,1
"Science","gr47","28",0.21,0.32,1
"Science","gr47","29",0.76,0.65,1
"Science","gr47","30",0.3,0.5,1
"Science","gr47","33",0.76,0.62,1
"Science","gr47","35",0.5,0.5,1
"Science","gr47","37",0.32,0.34,1
"Science","gr47","38",0.19,0.44,1
"Science","gr47","39",0.96,1,1
"Science","gr47","40",0.21,0.29,1
"Science","gr47","41",0.86,0.79,1
"Science","gr47","42",0.45,0.4,1
"Science","gr47","43",0.38,0.51,1
"Science","gr47","44",0.81,0.71,1
"Science","gr47","46",0.16,0.15,1
"Science","gr47","47",0.98,1,1
"Science","gr47","48",0.29,0.26,1
"Science","gr47","50",0.29,0.75,1
"Science","gr47","51",0.37,0.38,1
"Science","gr47","53",0.75,0.65,1
"Science","gr47","54",0.77,0.69,1
"Science","gr47","55",0.92,0.94,1
"Science","gr47","56",0.84,0.86,1
"Science","gr47","57",0,0.35,1
"Science","gr47","58",0.7,0.1,1
"Science","gr47","59",0.98,0.96,1
"Science","gr47","60",0.77,0.92,1
"Science","gr47","61",0.13,0.62,1
"Science","gr47","62",0.81,0.79,1
"Science","gr47","63",0,0,1
"Science","gr47","64",0.24,0.14,1
"Science","gr47","65",0.22,0.04,1
"Science","gr47","66",0.3,0.31,1
"Science","gr47","68",0.38,0.33,1
"Science","gr47","71",0.1,0.97,1
"Science","gr47","72",0.94,0.88,1
"Science","gr47","73",0.49,0.51,1
"Science","gr47","74",0.59,0.79,1
"Science","gr47","75",0.86,0.84,1
"Science","gr47","76",0.86,0.89,1
"Science","gr47","78",0.84,0.92,1
"Science","gr47","79",0.56,0.76,1
"Science","gr47","80",0.91,0.99,1
"Science","gr47","81",0.89,0.8,1
"Science","gr47","82",0.75,0.84,1
"Science","gr47","84",0.8,0.53,1
"Science","gr47","85",0.15,0.4,1
"Science","gr47","86",0.7,0.81,1
"Science","gr47","87",0.1,0.2,1
"Science","gr47","88",0.88,0.81,1
"Science","gr47","89",0.5,0.5,1
"Science","gr47","90",1,0.99,1
"Science","gr470","368",0.93,0.95,1
"Science","gr470","369",1,0.89,1
"Science","gr470","370",0.86,0.79,1
"Science","gr470","371",1,0.83,1
"Science","gr470","372",0.76,0.69,1
"Science","gr470","373",1,0.59,1
"Science","gr470","374",0.88,0.87,1
"Science","gr470","375",1,0.74,1
"Science","gr470","376",0.91,0.92,1
"Science","gr470","377",1,1,1
"Science","gr470","378",0.81,0.81,1
"Science","gr470","379",0.87,0.76,1
"Science","gr470","380",0.82,0.9,1
"Science","gr470","381",0.89,0.83,1
"Science","gr470","382",0.99,0.86,1
"Science","gr470","383",0.15,0.64,1
"Science","gr470","384",0.83,0.82,1
"Science","gr470","385",0.97,0.67,1
"Science","gr470","386",0.93,0.86,1
"Science","gr470","387",1,0.61,1
"Science","gr470","388",0.72,0.72,1
"Science","gr470","389",1,0.92,1
"Science","gr470","390",0.7,0.65,1
"Science","gr470","391",1,0.83,1
"Science","gr470","392",1,0.9,1
"Science","gr470","393",0.89,0.94,1
"Science","gr470","394",1,0.7,1
"Science","gr470","395",1,1,1
"Science","gr470","396",0.74,0.76,1
"Science","gr470","397",0.55,0.66,1
"Science","gr470","398",1,0.9,1
"Science","gr470","399",0.6,0.6,1
"Science","gr470","400",1,0.62,1
"Science","gr470","401",0.8,0.69,1
"Science","gr470","402",0.92,0.86,1
"Science","gr470","403",1,0.75,1
"Science","gr470","404",0.87,0.84,1
"Science","gr470","405",0.96,0.93,1
"Science","gr470","406",0.95,0.99,1
"Science","gr470","407",0.94,0.92,1
"Science","gr470","408",1,1,1
"Science","gr470","409",0,0,1
"Science","gr470","410",0.96,0.95,1
"Science","gr470","411",1,1,1
"Science","gr470","412",0.67,0.84,1
"Science","gr470","413",1,0.89,1
"Science","gr470","414",0,0,1
"Science","gr470","415",0.88,0.81,1
"Science","gr470","416",0.88,0.9,1
"Science","gr470","417",1,1,1
"Science","gr470","418",1,1,1
"Science","gr470","419",0.66,0.61,1
"Science","gr470","420",1,0.91,1
"Science","gr470","421",0.97,0.54,1
"Science","gr470","422",0.82,0.28,1
"Science","gr470","423",0.85,0.84,1
"Science","gr470","424",1,1,1
"Science","gr470","425",0.6,0.55,1
"Science","gr470","426",0.79,0.87,1
"Science","gr470","427",0.83,0.78,1
"Science","gr470","428",1,0.63,1
"Science","gr470","429",1,0.93,1
"Science","gr470","430",1,1,1
"Science","gr470","431",0.9,0.8,1
