SubjectID,Condition,ConditionName,minutes,chosen,subCondition,weight,proportion,numShared,numPrivate,C1SharedSum,C1PrivateSum,theta1,C2SharedSum,C2PrivateSum,theta2,C3SharedSum,C3PrivateSum,theta3,C4SharedSum,C4PrivateSum,theta4,C5SharedSum,C5PrivateSum,theta5,C6SharedSum,C6PrivateSum,theta6,C7SharedSum,C7PrivateSum,theta7,C8SharedSum,C8PrivateSum,theta8,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,type,Quiz1,Quiz2,age,female,device,f1,g1,f2,g2,f3,g3,f4,g4,f5,g5,f6,g6,f7,g7,f8,g8
544,2,Nested-Symmetric,12.88,477,2,0.5,0.5,9,9,3,4,0.42653,7,7,0.58195,1,2,0.24985,1,4,0.23159,8,8,0.70334,6,5,0.69605,4,7,0.67397,8,7,0.8038,2,3,7,4,6,8,1,5,N,5,2,20,0,1,33,33,78,78,11,11,11,11,89,89,67,67,44,44,89,89
545,2,Nested-Symmetric,5.27,480,2,0.5,0.5,9,9,3,3,0.42653,7,7,0.58195,1,4,0.24985,1,3,0.23159,8,6,0.70334,6,7,0.69605,4,6,0.67397,8,8,0.8038,3,2,8,1,7,4,6,5,N,5,2,30,0,4,33,34,73,71,14,14,12,11,88,88,67,67,43,44,88,88
546,2,Nested-Symmetric,30.88,481,2,0.5,0.5,9,9,3,3,0.42653,7,5,0.58195,1,1,0.24985,1,2,0.23159,8,5,0.70334,6,5,0.69605,4,8,0.67397,8,8,0.8038,6,2,5,3,4,1,8,7,N,5,2,33,0,1,37,32,80,76,11,8,15,10,94,80,65,59,49,46,94,92
547,2,Nested-Symmetric,12.65,481,2,0.5,0.5,9,9,3,3,0.42653,7,5,0.58195,1,1,0.24985,1,2,0.23159,8,5,0.70334,6,5,0.69605,4,8,0.67397,8,8,0.8038,2,7,5,1,3,6,4,8,S,5,2,26,1,2,30,30,67,76,10,10,17,11,70,78,60,66,66,47,88,88
548,2,Nested-Symmetric,8.58,482,2,0.5,0.5,9,9,3,8,0.42653,7,6,0.58195,1,4,0.24985,1,3,0.23159,8,8,0.70334,6,5,0.69605,4,8,0.67397,8,8,0.8038,3,1,4,6,5,8,2,7,N,5,2,25,1,2,35,35,80,75,10,15,11,10,80,90,55,60,45,50,80,90
549,2,Nested-Symmetric,8.18,482,2,0.5,0.5,9,9,3,8,0.42653,7,6,0.58195,1,4,0.24985,1,3,0.23159,8,8,0.70334,6,5,0.69605,4,8,0.67397,8,8,0.8038,4,3,5,8,7,2,1,6,S,5,2,34,0,1,60,35,75,82,30,12,20,12,90,90,55,62,70,55,90,90
550,2,Nested-Symmetric,10.7,484,2,0.5,0.5,9,9,3,4,0.42653,7,3,0.58195,1,1,0.24985,1,4,0.23159,8,8,0.70334,6,9,0.69605,4,7,0.67397,8,7,0.8038,3,6,7,5,4,8,1,2,N,5,2,48,0,1,33,29,71,68,15,17,19,19,87,83,53,53,40,39,85,80
551,2,Nested-Symmetric,16.22,486,2,0.5,0.5,9,9,3,2,0.42653,7,6,0.58195,1,5,0.24985,1,4,0.23159,8,7,0.70334,6,6,0.69605,4,7,0.67397,8,9,0.8038,4,7,5,2,6,1,8,3,S,5,2,45,1,2,27,34,72,77,33,10,29,9,84,89,67,67,61,44,95,90
552,2,Nested-Symmetric,6.75,487,2,0.5,0.5,9,9,3,4,0.42653,7,5,0.58195,1,1,0.24985,1,1,0.23159,8,8,0.70334,6,5,0.69605,4,6,0.67397,8,5,0.8038,2,6,1,4,5,3,8,7,S,5,2,24,0,2,40,35,70,85,14,9,12,12,90,90,55,70,40,60,70,85
553,2,Nested-Symmetric,5.72,487,2,0.5,0.5,9,9,3,4,0.42653,7,5,0.58195,1,1,0.24985,1,1,0.23159,8,8,0.70334,6,5,0.69605,4,6,0.67397,8,5,0.8038,3,4,1,6,7,5,2,8,S,5,2,35,1,2,47,47,61,68,7,10,3,3,96,93,50,57,37,33,50,59
554,2,Nested-Symmetric,6.4,488,2,0.5,0.5,9,9,3,5,0.42653,7,6,0.58195,1,5,0.24985,1,3,0.23159,8,6,0.70334,6,6,0.69605,4,4,0.67397,8,7,0.8038,4,2,7,3,8,5,6,1,N,5,2,41,1,2,33,34,78,82,15,11,11,11,89,90,67,69,44,45,89,82
555,2,Nested-Symmetric,6.63,488,2,0.5,0.5,9,9,3,5,0.42653,7,6,0.58195,1,5,0.24985,1,3,0.23159,8,6,0.70334,6,6,0.69605,4,4,0.67397,8,7,0.8038,5,3,6,1,4,7,2,8,S,5,2,34,1,2,50,54,60,60,50,40,56,50,56,60,55,55,50,50,60,60
556,2,Nested-Symmetric,7.97,489,2,0.5,0.5,9,9,3,6,0.42653,7,7,0.58195,1,2,0.24985,1,1,0.23159,8,6,0.70334,6,7,0.69605,4,6,0.67397,8,7,0.8038,4,6,7,1,3,5,2,8,S,5,2,33,1,2,52,60,80,78,14,19,10,16,84,76,75,86,84,69,85,78
557,2,Nested-Symmetric,7.35,490,2,0.5,0.5,9,9,3,1,0.42653,7,8,0.58195,1,3,0.24985,1,1,0.23159,8,7,0.70334,6,5,0.69605,4,7,0.67397,8,7,0.8038,3,2,1,5,8,7,4,6,N,5,2,63,0,1,35,36,79,79,11,12,10,10,91,91,68,68,47,47,88,88
558,2,Nested-Symmetric,9.85,493,2,0.5,0.5,9,9,3,5,0.42653,7,4,0.58195,1,3,0.24985,1,2,0.23159,8,6,0.70334,6,4,0.69605,4,7,0.67397,8,7,0.8038,7,6,4,8,3,2,5,1,N,5,2,24,1,2,30,25,80,75,17,9,6,10,90,85,65,70,50,45,80,90
559,2,Nested-Symmetric,5.2,493,2,0.5,0.5,9,9,3,5,0.42653,7,4,0.58195,1,3,0.24985,1,2,0.23159,8,6,0.70334,6,4,0.69605,4,7,0.67397,8,7,0.8038,8,1,2,3,5,6,4,7,S,5,2,27,0,2,45,33,60,77,25,10,17,11,77,90,55,67,60,44,85,89
560,2,Nested-Symmetric,11.95,494,2,0.5,0.5,9,9,3,4,0.42653,7,6,0.58195,1,2,0.24985,1,0,0.23159,8,6,0.70334,6,7,0.69605,4,3,0.67397,8,6,0.8038,1,6,5,4,3,2,8,7,S,5,2,27,0,1,38,35,72,75,16,10,5,5,77,81,72,66,38,42,77,84
561,2,Nested-Symmetric,9.25,494,2,0.5,0.5,9,9,3,4,0.42653,7,6,0.58195,1,2,0.24985,1,0,0.23159,8,6,0.70334,6,7,0.69605,4,3,0.67397,8,6,0.8038,8,1,3,4,2,5,7,6,S,5,2,30,1,2,50,39,85,75,13,25,9,9,80,80,75,59,40,47,85,80
562,2,Nested-Symmetric,7.35,495,2,0.5,0.5,9,9,3,4,0.42653,7,5,0.58195,1,3,0.24985,1,2,0.23159,8,8,0.70334,6,8,0.69605,4,7,0.67397,8,6,0.8038,2,3,1,7,5,6,4,8,N,5,2,33,0,1,38,32,64,70,12,20,18,11,78,88,60,66,50,44,79,88
563,2,Nested-Symmetric,9.92,496,2,0.5,0.5,9,9,3,4,0.42653,7,5,0.58195,1,2,0.24985,1,3,0.23159,8,7,0.70334,6,6,0.69605,4,6,0.67397,8,8,0.8038,1,8,2,5,3,4,7,6,N,5,2,21,0,1,33,30,72,75,10,10,6,12,85,85,66,70,45,50,88,89
564,2,Nested-Symmetric,5.72,497,2,0.5,0.5,9,9,3,4,0.42653,7,5,0.58195,1,3,0.24985,1,1,0.23159,8,6,0.70334,6,4,0.69605,4,5,0.67397,8,7,0.8038,1,6,2,4,7,.,3,5,N,5,2,25,1,1,36,32,68,68,10,11,11,11,90,89,71,73,42,42,85,86
565,2,Nested-Symmetric,8.02,498,2,0.5,0.5,9,9,3,2,0.42653,7,7,0.58195,1,1,0.24985,1,2,0.23159,8,7,0.70334,6,8,0.69605,4,4,0.67397,8,6,0.8038,8,2,1,3,7,4,6,5,S,5,2,35,0,1,40,35,80,70,30,30,25,25,70,75,70,75,50,50,80,80
566,2,Nested-Symmetric,13.62,499,2,0.5,0.5,9,9,3,3,0.42653,7,6,0.58195,1,2,0.24985,1,2,0.23159,8,4,0.70334,6,5,0.69605,4,4,0.67397,8,6,0.8038,3,6,1,4,7,8,5,2,N,5,2,29,1,1,25,25,73,80,25,20,20,10,75,82,65,60,47,50,80,75
567,2,Nested-Symmetric,10.18,500,2,0.5,0.5,9,9,3,4,0.42653,7,7,0.58195,1,4,0.24985,1,2,0.23159,8,5,0.70334,6,7,0.69605,4,7,0.67397,8,8,0.8038,5,4,3,1,8,2,6,7,S,5,2,35,1,1,40,25,71,65,30,35,20,12,60,70,70,60,45,60,65,70
568,2,Nested-Symmetric,6.25,500,2,0.5,0.5,9,9,3,4,0.42653,7,7,0.58195,1,4,0.24985,1,2,0.23159,8,5,0.70334,6,7,0.69605,4,7,0.67397,8,8,0.8038,5,6,2,1,7,8,4,3,S,5,5,29,1,2,50,40,75,85,40,25,20,50,60,75,80,75,60,80,85,90
569,2,Nested-Symmetric,5.55,501,3,0.5,0.75,9,9,3,4,0.38598,5,8,0.8357,3,6,0.58571,0,4,0.21955,1,2,0.20177,9,7,0.83512,0,0,0.05067,2,6,0.49788,4,1,.,2,3,.,5,.,S,5,2,30,0,2,40,33,75,60,50,33,25,0,15,9,95,100,0,0,40,20
570,2,Nested-Symmetric,10.67,502,3,0.5,0.75,9,9,3,6,0.38598,5,8,0.8357,3,5,0.58571,0,0,0.21955,1,1,0.20177,9,7,0.83512,0,0,0.05067,2,5,0.49788,7,5,1,6,8,3,4,2,S,5,2,30,0,1,50,43,73,64,44,33,2,4,11,11,90,94,1,2,39,34
571,2,Nested-Symmetric,48.22,503,3,0.5,0.75,9,9,3,2,0.38598,5,7,0.8357,3,5,0.58571,0,2,0.21955,1,2,0.20177,9,7,0.83512,0,1,0.05067,2,2,0.49788,4,3,5,6,2,8,1,7,S,5,3,26,0,2,22,20,66,66,40,40,11,10,21,20,88,88,8,10,22,22
572,2,Nested-Symmetric,4.77,503,3,0.5,0.75,9,9,3,2,0.38598,5,7,0.8357,3,5,0.58571,0,2,0.21955,1,2,0.20177,9,7,0.83512,0,1,0.05067,2,2,0.49788,7,1,2,4,3,8,6,5,S,5,2,35,1,1,39,50,60,50,45,50,20,50,35,50,87,50,9,50,29,50
573,2,Nested-Symmetric,10.92,504,3,0.5,0.75,9,9,3,3,0.38598,5,6,0.8357,3,5,0.58571,0,3,0.21955,1,3,0.20177,9,9,0.83512,0,1,0.05067,2,5,0.49788,4,3,2,6,1,5,7,8,S,5,2,32,0,1,40,40,61,61,40,40,20,21,44,40,85,85,20,20,29,50
574,2,Nested-Symmetric,5.9,505,3,0.5,0.75,9,9,3,2,0.38598,5,6,0.8357,3,4,0.58571,0,3,0.21955,1,2,0.20177,9,4,0.83512,0,1,0.05067,2,3,0.49788,6,5,1,7,4,3,8,2,S,5,2,27,1,2,27,32,57,50,24,41,9,23,21,55,85,55,2,1,12,29
575,2,Nested-Symmetric,14.23,506,3,0.5,0.75,9,9,3,1,0.38598,5,8,0.8357,3,6,0.58571,0,2,0.21955,1,3,0.20177,9,9,0.83512,0,0,0.05067,2,6,0.49788,2,6,1,4,5,8,3,7,S,5,2,49,0,1,20,33,72,55,50,33,11,0,22,11,100,100,0,0,44,22
576,2,Nested-Symmetric,8.53,506,3,0.5,0.75,9,9,3,1,0.38598,5,8,0.8357,3,6,0.58571,0,2,0.21955,1,3,0.20177,9,9,0.83512,0,0,0.05067,2,6,0.49788,4,7,3,8,1,5,6,2,S,5,2,31,0,2,23,28,72,59,50,40,11,10,24,17,95,90,7,9,44,34
577,2,Nested-Symmetric,8.4,509,3,0.5,0.75,9,9,3,3,0.38598,5,8,0.8357,3,6,0.58571,0,4,0.21955,1,0,0.20177,9,9,0.83512,0,0,0.05067,2,5,0.49788,4,1,3,2,6,5,7,8,S,5,2,43,0,2,33,33,66,55,50,33,20,10,10,10,100,85,0,10,40,55
578,2,Nested-Symmetric,28.57,510,3,0.5,0.75,9,9,3,4,0.38598,5,8,0.8357,3,4,0.58571,0,1,0.21955,1,1,0.20177,9,9,0.83512,0,0,0.05067,2,4,0.49788,4,8,1,3,6,5,7,2,S,5,2,60,0,1,39,39,71,71,39,39,6,6,22,22,100,100,0,0,33,33
579,2,Nested-Symmetric,7.33,511,3,0.5,0.75,9,9,3,4,0.38598,5,8,0.8357,3,4,0.58571,0,1,0.21955,1,1,0.20177,9,8,0.83512,0,0,0.05067,2,6,0.49788,6,4,8,7,2,3,1,5,N,5,2,55,0,1,34,33,45,43,34,32,100,100,12,11,99,100,98,97,22,23
580,2,Nested-Symmetric,11.58,512,3,0.5,0.75,9,9,3,4,0.38598,5,7,0.8357,3,6,0.58571,0,1,0.21955,1,2,0.20177,9,7,0.83512,0,0,0.05067,2,4,0.49788,6,3,7,5,8,2,1,4,S,5,2,56,1,2,40,30,75,60,50,33,5,0,15,10,90,100,0,0,30,10
581,2,Nested-Symmetric,12.45,512,3,0.5,0.75,9,9,3,4,0.38598,5,7,0.8357,3,6,0.58571,0,1,0.21955,1,2,0.20177,9,7,0.83512,0,0,0.05067,2,4,0.49788,3,1,7,8,4,5,2,6,S,5,2,35,1,2,48,40,86,80,50,50,10,10,20,25,98,98,0,0,32,31
582,2,Nested-Symmetric,8.03,513,3,0.5,0.75,9,9,3,3,0.38598,5,7,0.8357,3,6,0.58571,0,3,0.21955,1,4,0.20177,9,7,0.83512,0,2,0.05067,2,7,0.49788,3,5,2,1,7,8,4,6,S,5,2,28,0,2,33,33,70,60,50,33,15,10,30,15,85,93,12,6,30,50
583,2,Nested-Symmetric,6.32,514,3,0.5,0.75,9,9,3,1,0.38598,5,6,0.8357,3,5,0.58571,0,1,0.21955,1,1,0.20177,9,7,0.83512,0,1,0.05067,2,5,0.49788,2,5,4,7,3,1,6,8,N,5,2,25,0,2,30,25,55,60,29,35,2,0,15,10,95,100,0,0,24,14
584,2,Nested-Symmetric,15.68,514,3,0.5,0.75,9,9,3,1,0.38598,5,6,0.8357,3,5,0.58571,0,1,0.21955,1,1,0.20177,9,7,0.83512,0,1,0.05067,2,5,0.49788,5,4,7,6,3,1,8,2,S,5,2,37,1,4,25,33,66,55,45,33,10,5,10,10,75,80,8,5,60,50
585,2,Nested-Symmetric,16.67,515,3,0.5,0.75,9,9,3,3,0.38598,5,7,0.8357,3,6,0.58571,0,1,0.21955,1,2,0.20177,9,8,0.83512,0,0,0.05067,2,8,0.49788,7,8,3,6,4,2,1,5,S,5,2,27,0,1,33,33,66,58,50,44,11,6,17,15,94,97,0,0,56,38
586,2,Nested-Symmetric,9.17,516,3,0.5,0.75,9,9,3,4,0.38598,5,6,0.8357,3,4,0.58571,0,3,0.21955,1,4,0.20177,9,8,0.83512,0,1,0.05067,2,6,0.49788,1,2,5,7,3,6,4,8,S,5,2,50,0,2,35,33,60,55,40,33,16,0,35,12,94,100,7,0,45,23
587,2,Nested-Symmetric,7.92,517,3,0.5,0.75,9,9,3,6,0.38598,5,6,0.8357,3,8,0.58571,0,5,0.21955,1,1,0.20177,9,5,0.83512,0,0,0.05067,2,1,0.49788,6,1,7,2,3,8,4,5,S,5,2,41,0,1,50,35,61,54,56,34,26,5,11,11,76,98,0,0,15,25
588,2,Nested-Symmetric,7.63,517,3,0.5,0.75,9,9,3,6,0.38598,5,6,0.8357,3,8,0.58571,0,5,0.21955,1,1,0.20177,9,5,0.83512,0,0,0.05067,2,1,0.49788,3,1,7,8,6,2,5,4,S,5,2,24,0,1,50,33,60,52,61,33,20,0,11,11,72,95,0,0,16,25
589,2,Nested-Symmetric,9.23,518,3,0.5,0.75,9,9,3,3,0.38598,5,7,0.8357,3,4,0.58571,0,0,0.21955,1,3,0.20177,9,6,0.83512,0,0,0.05067,2,4,0.49788,7,6,2,5,1,8,3,4,S,5,2,28,0,1,33,33,67,60,38,33,0,10,22,10,84,99,0,0,33,22
590,2,Nested-Symmetric,5.12,519,3,0.5,0.75,9,9,3,6,0.38598,5,9,0.8357,3,5,0.58571,0,1,0.21955,1,4,0.20177,9,7,0.83512,0,1,0.05067,2,5,0.49788,2,1,4,7,6,8,3,5,S,5,2,22,0,1,35,66,56,86,42,50,6,8,16,42,88,77,15,7,33,50
591,2,Nested-Symmetric,10.38,519,3,0.5,0.75,9,9,3,6,0.38598,5,9,0.8357,3,5,0.58571,0,1,0.21955,1,4,0.20177,9,7,0.83512,0,1,0.05067,2,5,0.49788,1,8,2,4,6,7,5,3,S,5,2,48,1,2,50,33,78,100,44,55,5,0,28,11,89,100,5,0,38,56
592,2,Nested-Symmetric,11.97,520,3,0.5,0.75,9,9,3,4,0.38598,5,8,0.8357,3,3,0.58571,0,2,0.21955,1,4,0.20177,9,7,0.83512,0,1,0.05067,2,5,0.49788,4,3,5,6,1,2,7,8,S,5,5,39,1,2,38,33,71,27,33,33,11,0,25,5,88,100,5,0,39,23
593,2,Nested-Symmetric,8.82,521,3,0.5,0.75,9,9,3,2,0.38598,5,9,0.8357,3,7,0.58571,0,1,0.21955,1,2,0.20177,9,6,0.83512,0,1,0.05067,2,5,0.49788,5,8,7,4,3,1,2,6,S,5,2,20,1,2,38,15,82,40,60,26,3,0,20,5,75,65,7,0,30,7
594,2,Nested-Symmetric,14.23,521,3,0.5,0.75,9,9,3,2,0.38598,5,9,0.8357,3,7,0.58571,0,1,0.21955,1,2,0.20177,9,6,0.83512,0,1,0.05067,2,5,0.49788,7,5,4,1,8,3,2,6,S,5,2,66,1,2,45,30,65,45,45,30,5,0,27,9,90,100,5,0,35,18
595,2,Nested-Symmetric,7.27,522,3,0.5,0.75,9,9,3,3,0.38598,5,7,0.8357,3,5,0.58571,0,3,0.21955,1,4,0.20177,9,6,0.83512,0,0,0.05067,2,5,0.49788,8,6,1,5,7,2,4,3,N,5,2,23,0,1,31,25,62,59,38,33,0,2,8,3,100,100,1,2,16,20
596,2,Nested-Symmetric,12.62,523,3,0.5,0.75,9,9,3,4,0.38598,5,9,0.8357,3,7,0.58571,0,3,0.21955,1,4,0.20177,9,7,0.83512,0,0,0.05067,2,4,0.49788,3,1,5,4,7,8,6,2,N,5,2,35,0,1,33,33,55,55,33,33,0,0,11,11,100,100,0,0,22,22
597,2,Nested-Symmetric,4.57,524,3,0.5,0.75,9,9,3,4,0.38598,5,8,0.8357,3,5,0.58571,0,1,0.21955,1,2,0.20177,9,7,0.83512,0,0,0.05067,2,6,0.49788,5,7,4,8,6,2,3,1,S,5,5,35,0,1,67,74,75,83,44,50,7,15,15,28,89,93,0,0,44,50
598,2,Nested-Symmetric,10.92,525,3,0.5,0.75,9,9,3,5,0.38598,5,9,0.8357,3,6,0.58571,0,3,0.21955,1,2,0.20177,9,7,0.83512,0,0,0.05067,2,4,0.49788,6,1,8,2,5,4,7,3,S,5,2,26,1,1,45,38,71,66,50,36,16,5,16,10,90,95,10,10,35,25
599,2,Nested-Symmetric,10.75,526,3,0.5,0.75,9,9,3,4,0.38598,5,9,0.8357,3,5,0.58571,0,3,0.21955,1,1,0.20177,9,7,0.83512,0,0,0.05067,2,7,0.49788,4,3,2,5,1,7,6,8,S,5,2,27,1,2,32,33,70,50,38,40,30,2,9,10,81,100,0,2,50,25
600,2,Nested-Symmetric,19,527,3,0.5,0.75,9,9,3,4,0.38598,5,7,0.8357,3,5,0.58571,0,3,0.21955,1,0,0.20177,9,9,0.83512,0,0,0.05067,2,5,0.49788,4,6,3,7,5,8,2,1,N,5,2,38,0,3,31,30,51,50,30,31,2,0,9,10,94,100,5,0,23,25
601,2,Nested-Symmetric,14.08,527,3,0.5,0.75,9,9,3,4,0.38598,5,7,0.8357,3,5,0.58571,0,3,0.21955,1,0,0.20177,9,9,0.83512,0,0,0.05067,2,5,0.49788,8,3,7,1,5,6,2,4,S,5,2,52,1,1,91,33,66,55,90,81,33,9,99,90,100,97,95,90,65,91
602,2,Nested-Symmetric,12.07,528,3,0.5,0.75,9,9,3,4,0.38598,5,6,0.8357,3,5,0.58571,0,0,0.21955,1,2,0.20177,9,7,0.83512,0,1,0.05067,2,3,0.49788,1,7,2,8,6,4,5,3,S,5,2,51,1,2,44,42,61,60,44,42,0,0,17,14,89,91,6,4,27,25
603,2,Nested-Symmetric,6.32,529,3,0.5,0.75,9,9,3,3,0.38598,5,7,0.8357,3,5,0.58571,0,4,0.21955,1,3,0.20177,9,8,0.83512,0,1,0.05067,2,8,0.49788,5,8,2,7,4,6,3,1,S,5,2,36,0,1,33,33,62,55,46,33,18,3,23,10,95,97,6,3,55,18
604,2,Nested-Symmetric,13.35,530,3,0.5,0.75,9,9,3,3,0.38598,5,8,0.8357,3,6,0.58571,0,2,0.21955,1,2,0.20177,9,9,0.83512,0,0,0.05067,2,5,0.49788,7,5,4,1,8,3,2,6,S,5,2,65,1,2,30,30,64,52,50,30,9,0,16,8,100,100,0,0,36,23
605,2,Nested-Symmetric,5.15,532,3,0.5,0.75,9,9,3,2,0.38598,5,8,0.8357,3,4,0.58571,0,2,0.21955,1,2,0.20177,9,6,0.83512,0,1,0.05067,2,4,0.49788,8,5,6,1,7,3,2,4,N,5,2,39,0,1,29,30,50,50,30,30,0,0,10,10,100,100,0,0,20,20
606,2,Nested-Symmetric,5.78,533,3,0.5,0.75,9,9,3,3,0.38598,5,7,0.8357,3,8,0.58571,0,2,0.21955,1,4,0.20177,9,8,0.83512,0,2,0.05067,2,3,0.49788,2,4,6,7,3,1,5,8,N,5,2,34,0,2,40,33,52,50,35,38,7,1,12,10,90,95,5,0,22,20
607,2,Nested-Symmetric,8.1,533,3,0.5,0.75,9,9,3,3,0.38598,5,7,0.8357,3,8,0.58571,0,2,0.21955,1,4,0.20177,9,8,0.83512,0,2,0.05067,2,3,0.49788,2,7,8,6,4,1,5,3,S,5,2,18,0,2,17,17,67,56,61,33,22,0,28,11,95,100,22,0,28,22
608,2,Nested-Symmetric,13.05,534,3,0.5,0.75,9,9,3,1,0.38598,5,7,0.8357,3,4,0.58571,0,3,0.21955,1,1,0.20177,9,8,0.83512,0,0,0.05067,2,3,0.49788,1,8,4,6,7,2,3,5,S,5,2,28,0,2,22,25,67,64,39,37,17,12,11,11,94,97,1,1,28,26
609,2,Nested-Symmetric,3.2,535,3,0.5,0.75,9,9,3,3,0.38598,5,9,0.8357,3,7,0.58571,0,0,0.21955,1,3,0.20177,9,9,0.83512,0,1,0.05067,2,4,0.49788,8,2,3,1,5,7,6,4,S,5,2,28,1,1,35,39,50,40,67,42,0,0,18,28,97,94,0,7,43,55
610,2,Nested-Symmetric,6.65,536,3,0.5,0.75,9,9,3,5,0.38598,5,7,0.8357,3,6,0.58571,0,1,0.21955,1,1,0.20177,9,7,0.83512,0,1,0.05067,2,3,0.49788,1,6,8,5,2,3,4,7,S,5,2,26,1,1,42,46,62,49,48,34,5,2,11,15,88,99,3,0,28,21
611,2,Nested-Symmetric,8.25,536,3,0.5,0.75,9,9,3,5,0.38598,5,7,0.8357,3,6,0.58571,0,1,0.21955,1,1,0.20177,9,7,0.83512,0,1,0.05067,2,3,0.49788,6,5,8,4,1,7,2,3,S,5,2,38,0,1,45,33,64,45,50,33,7,2,11,10,98,100,7,0,27,18
612,2,Nested-Symmetric,21.52,537,3,0.5,0.75,9,9,3,2,0.38598,5,7,0.8357,3,5,0.58571,0,1,0.21955,1,4,0.20177,9,7,0.83512,0,0,0.05067,2,3,0.49788,5,4,3,6,1,7,8,2,S,5,2,23,0,2,17,23,68,53,39,30,9,5,29,18,85,93,5,5,23,20
613,2,Nested-Symmetric,6.17,537,3,0.5,0.75,9,9,3,2,0.38598,5,7,0.8357,3,5,0.58571,0,1,0.21955,1,4,0.20177,9,7,0.83512,0,0,0.05067,2,3,0.49788,1,7,6,3,5,4,2,8,S,5,2,26,1,1,23,22,72,64,47,24,4,1,8,2,90,99,99,99,23,23
614,2,Nested-Symmetric,8.35,538,3,0.5,0.75,9,9,3,2,0.38598,5,9,0.8357,3,4,0.58571,0,3,0.21955,1,1,0.20177,9,9,0.83512,0,1,0.05067,2,8,0.49788,5,3,7,4,2,8,1,6,S,5,2,30,0,2,33,20,75,50,40,33,25,5,10,10,95,100,5,4,45,25
615,2,Nested-Symmetric,4.53,539,3,0.5,0.75,9,9,3,3,0.38598,5,6,0.8357,3,3,0.58571,0,0,0.21955,1,3,0.20177,9,9,0.83512,0,0,0.05067,2,3,0.49788,7,6,8,4,2,1,5,3,S,5,2,28,0,2,27,25,50,51,27,28,0,0,9,23,100,100,0,0,78,74
616,2,Nested-Symmetric,12.1,540,3,0.5,0.75,9,9,3,4,0.38598,5,7,0.8357,3,7,0.58571,0,1,0.21955,1,3,0.20177,9,7,0.83512,0,0,0.05067,2,5,0.49788,2,4,7,8,6,3,1,5,S,5,5,35,1,2,25,39,63,72,63,69,1,1,11,11,84,81,10,6,42,32
617,2,Nested-Symmetric,5.9,540,3,0.5,0.75,9,9,3,4,0.38598,5,7,0.8357,3,7,0.58571,0,1,0.21955,1,3,0.20177,9,7,0.83512,0,0,0.05067,2,5,0.49788,6,7,5,1,2,3,8,4,S,5,2,35,0,2,50,50,70,70,50,70,10,10,70,70,60,100,0,0,50,50
618,2,Nested-Symmetric,5.13,541,3,0.5,0.75,9,9,3,3,0.38598,5,7,0.8357,3,5,0.58571,0,5,0.21955,1,2,0.20177,9,5,0.83512,0,0,0.05067,2,3,0.49788,8,5,1,7,4,2,6,3,S,4,5,24,1,2,17,40,50,37,8,41,57,36,23,50,39,46,48,50,24,58
619,2,Nested-Symmetric,7.82,541,3,0.5,0.75,9,9,3,3,0.38598,5,7,0.8357,3,5,0.58571,0,5,0.21955,1,2,0.20177,9,5,0.83512,0,0,0.05067,2,3,0.49788,5,3,4,7,8,2,1,6,S,5,2,32,1,2,35,29,65,77,44,32,24,26,18,26,77,71,20,29,29,16
620,2,Nested-Symmetric,19.9,542,3,0.5,0.75,9,9,3,2,0.38598,5,8,0.8357,3,2,0.58571,0,0,0.21955,1,4,0.20177,9,8,0.83512,0,2,0.05067,2,1,0.49788,5,8,4,1,6,3,7,2,S,5,2,32,1,1,19,25,65,55,20,25,1,0,25,5,95,100,5,1,15,20
621,2,Nested-Symmetric,5.63,543,3,0.5,0.75,9,9,3,3,0.38598,5,8,0.8357,3,5,0.58571,0,1,0.21955,1,3,0.20177,9,5,0.83512,0,0,0.05067,2,5,0.49788,8,1,5,4,2,6,7,3,S,5,2,21,0,1,30,30,75,60,60,40,10,5,20,10,80,90,0,0,65,25
622,2,Nested-Symmetric,8.25,543,3,0.5,0.75,9,9,3,3,0.38598,5,8,0.8357,3,5,0.58571,0,1,0.21955,1,3,0.20177,9,5,0.83512,0,0,0.05067,2,5,0.49788,1,8,5,2,7,3,4,6,S,5,2,22,0,2,33,33,50,70,35,45,20,10,25,15,75,90,10,10,25,35
623,2,Nested-Symmetric,14.1,544,3,0.5,0.75,9,9,3,3,0.38598,5,8,0.8357,3,3,0.58571,0,1,0.21955,1,2,0.20177,9,7,0.83512,0,0,0.05067,2,3,0.49788,7,2,5,1,3,8,4,6,S,5,2,46,0,1,45,45,55,50,48,48,45,45,48,46,56,56,40,40,48,47
624,2,Nested-Symmetric,10.88,545,3,0.5,0.75,9,9,3,3,0.38598,5,9,0.8357,3,8,0.58571,0,2,0.21955,1,1,0.20177,9,8,0.83512,0,0,0.05067,2,5,0.49788,7,2,5,8,4,6,3,1,S,5,2,22,0,1,33,33,80,60,60,33,13,1,8,10,95,99,1,1,40,18
625,2,Nested-Symmetric,4.65,546,3,0.5,0.75,9,9,3,3,0.38598,5,8,0.8357,3,7,0.58571,0,3,0.21955,1,3,0.20177,9,8,0.83512,0,0,0.05067,2,2,0.49788,5,4,1,8,2,3,6,7,S,5,2,30,1,1,28,32,50,96,80,22,18,0,25,5,91,100,0,0,9,10
